model,location,target_type,target_end_date,true_value,population,forecast_date,quantile,prediction,horizon,n,model_type,availability
mean_ensemble,CZ,Cases,2021-04-24,17727,10591323,2021-04-12,0.45,15489.4,2,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-24,524,10591323,2021-04-12,0.45,504.2,2,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-01,14864,10591323,2021-04-12,0.45,12542.2,3,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-01,396,10591323,2021-04-12,0.45,375.8,3,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-08,11403,10591323,2021-04-12,0.45,10725,4,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-08,331,10591323,2021-04-12,0.45,274.4,4,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-17,22369,10591323,2021-04-12,0.5,20721.8,1,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-17,662,10591323,2021-04-12,0.5,691.2,1,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-24,17727,10591323,2021-04-12,0.5,16233,2,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-24,524,10591323,2021-04-12,0.5,513.6,2,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-01,14864,10591323,2021-04-12,0.5,13276.2,3,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-01,396,10591323,2021-04-12,0.5,385.6,3,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-08,11403,10591323,2021-04-12,0.5,11488.8,4,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-08,331,10591323,2021-04-12,0.5,284.6,4,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-17,22369,10591323,2021-04-12,0.55,21423.6,1,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-17,662,10591323,2021-04-12,0.55,702.2,1,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-24,17727,10591323,2021-04-12,0.55,17045.6,2,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-24,524,10591323,2021-04-12,0.55,522.8,2,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-01,14864,10591323,2021-04-12,0.55,14060.6,3,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-01,396,10591323,2021-04-12,0.55,395.8,3,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-08,11403,10591323,2021-04-12,0.55,12332.6,4,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-08,331,10591323,2021-04-12,0.55,296.2,4,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-17,22369,10591323,2021-04-12,0.6,22221,1,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-17,662,10591323,2021-04-12,0.6,714,1,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-24,17727,10591323,2021-04-12,0.6,17897.8,2,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-24,524,10591323,2021-04-12,0.6,534.2,2,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-01,14864,10591323,2021-04-12,0.6,14984.2,3,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-01,396,10591323,2021-04-12,0.6,406,3,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-08,11403,10591323,2021-04-12,0.6,13266.4,4,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-08,331,10591323,2021-04-12,0.6,309,4,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-17,22369,10591323,2021-04-12,0.65,23047.8,1,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-17,662,10591323,2021-04-12,0.65,725.6,1,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-24,17727,10591323,2021-04-12,0.65,18830.8,2,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-24,524,10591323,2021-04-12,0.65,546,2,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-01,14864,10591323,2021-04-12,0.65,16003.2,3,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-01,396,10591323,2021-04-12,0.65,417.4,3,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-08,11403,10591323,2021-04-12,0.65,14327.2,4,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-08,331,10591323,2021-04-12,0.65,322.6,4,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-17,22369,10591323,2021-04-12,0.7,24215.8,1,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-17,662,10591323,2021-04-12,0.7,742.8,1,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-24,17727,10591323,2021-04-12,0.7,20053.2,2,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-24,524,10591323,2021-04-12,0.7,560.4,2,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-01,14864,10591323,2021-04-12,0.7,17353.2,3,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-01,396,10591323,2021-04-12,0.7,434.2,3,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-08,11403,10591323,2021-04-12,0.7,15710,4,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-08,331,10591323,2021-04-12,0.7,338.2,4,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-17,22369,10591323,2021-04-12,0.75,25169.8,1,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-17,662,10591323,2021-04-12,0.75,758.4,1,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-24,17727,10591323,2021-04-12,0.75,21182,2,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-24,524,10591323,2021-04-12,0.75,575.2,2,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-01,14864,10591323,2021-04-12,0.75,18532.4,3,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-01,396,10591323,2021-04-12,0.75,450.2,3,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-08,11403,10591323,2021-04-12,0.75,17045.6,4,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-08,331,10591323,2021-04-12,0.75,356.4,4,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-17,22369,10591323,2021-04-12,0.8,26290.6,1,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-17,662,10591323,2021-04-12,0.8,776.8,1,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-24,17727,10591323,2021-04-12,0.8,22507,2,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-24,524,10591323,2021-04-12,0.8,592.8,2,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-01,14864,10591323,2021-04-12,0.8,19961.4,3,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-01,396,10591323,2021-04-12,0.8,470.4,3,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-08,11403,10591323,2021-04-12,0.8,18614.6,4,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-08,331,10591323,2021-04-12,0.8,378,4,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-17,22369,10591323,2021-04-12,0.85,27580.4,1,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-17,662,10591323,2021-04-12,0.85,797.8,1,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-24,17727,10591323,2021-04-12,0.85,24035.8,2,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-24,524,10591323,2021-04-12,0.85,613.8,2,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-01,14864,10591323,2021-04-12,0.85,21827.2,3,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-01,396,10591323,2021-04-12,0.85,491.2,3,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-08,11403,10591323,2021-04-12,0.85,20711.8,4,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-08,331,10591323,2021-04-12,0.85,405,4,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-17,22369,10591323,2021-04-12,0.9,29390.8,1,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-17,662,10591323,2021-04-12,0.9,825.8,1,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-24,17727,10591323,2021-04-12,0.9,26335.6,2,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-24,524,10591323,2021-04-12,0.9,643,2,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-01,14864,10591323,2021-04-12,0.9,24351.8,3,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-01,396,10591323,2021-04-12,0.9,521.8,3,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-08,11403,10591323,2021-04-12,0.9,23529.4,4,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-08,331,10591323,2021-04-12,0.9,448,4,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-17,22369,10591323,2021-04-12,0.95,32219.4,1,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-17,662,10591323,2021-04-12,0.95,874.6,1,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-24,17727,10591323,2021-04-12,0.95,29875.8,2,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-24,524,10591323,2021-04-12,0.95,692.2,2,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-01,14864,10591323,2021-04-12,0.95,28608.8,3,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-01,396,10591323,2021-04-12,0.95,580.8,3,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-08,11403,10591323,2021-04-12,0.95,28465.2,4,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-08,331,10591323,2021-04-12,0.95,520.4,4,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-17,22369,10591323,2021-04-12,0.975,34991.2,1,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-17,662,10591323,2021-04-12,0.975,917.6,1,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-24,17727,10591323,2021-04-12,0.975,33238.6,2,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-24,524,10591323,2021-04-12,0.975,742.8,2,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-01,14864,10591323,2021-04-12,0.975,32796.2,3,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-01,396,10591323,2021-04-12,0.975,650.6,3,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-08,11403,10591323,2021-04-12,0.975,33263,4,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-08,331,10591323,2021-04-12,0.975,622.4,4,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-17,22369,10591323,2021-04-12,0.99,37909.8,1,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-17,662,10591323,2021-04-12,0.99,975,1,4,ensemble,1
mean_ensemble,CZ,Cases,2021-04-24,17727,10591323,2021-04-12,0.99,36856.6,2,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-04-24,524,10591323,2021-04-12,0.99,820.2,2,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-01,14864,10591323,2021-04-12,0.99,36995,3,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-01,396,10591323,2021-04-12,0.99,755.6,3,4,ensemble,1
mean_ensemble,CZ,Cases,2021-05-08,11403,10591323,2021-04-12,0.99,39161,4,4,ensemble,1
mean_ensemble,CZ,Deaths,2021-05-08,331,10591323,2021-04-12,0.99,777.6,4,4,ensemble,1
mean_ensemble,DE,Cases,2021-04-17,144853,82695000,2021-04-12,0.01,57451.6,1,4,ensemble,1
mean_ensemble,DE,Deaths,2021-04-17,1569,82695000,2021-04-12,0.01,679.4,1,4,ensemble,1
mean_ensemble,DE,Cases,2021-04-24,136988,82695000,2021-04-12,0.01,48330.2,2,4,ensemble,1
mean_ensemble,DE,Deaths,2021-04-24,1639,82695000,2021-04-12,0.01,518.4,2,4,ensemble,1
mean_ensemble,DE,Cases,2021-05-01,132607,82695000,2021-04-12,0.01,40963,3,4,ensemble,1
mean_ensemble,DE,Deaths,2021-05-01,1597,82695000,2021-04-12,0.01,454.6,3,4,ensemble,1
mean_ensemble,DE,Cases,2021-05-08,106987,82695000,2021-04-12,0.01,35301.2,4,4,ensemble,1
mean_ensemble,DE,Deaths,2021-05-08,1582,82695000,2021-04-12,0.01,394.8,4,4,ensemble,1
mean_ensemble,DE,Cases,2021-04-17,144853,82695000,2021-04-12,0.025,63953.6,1,4,ensemble,1
mean_ensemble,DE,Deaths,2021-04-17,1569,82695000,2021-04-12,0.025,765.6,1,4,ensemble,1
mean_ensemble,DE,Cases,2021-04-24,136988,82695000,2021-04-12,0.025,54439.8,2,4,ensemble,1
mean_ensemble,DE,Deaths,2021-04-24,1639,82695000,2021-04-12,0.025,637.4,2,4,ensemble,1
mean_ensemble,DE,Cases,2021-05-01,132607,82695000,2021-04-12,0.025,47044.8,3,4,ensemble,1
mean_ensemble,DE,Deaths,2021-05-01,1597,82695000,2021-04-12,0.025,495.2,3,4,ensemble,1
mean_ensemble,DE,Cases,2021-05-08,106987,82695000,2021-04-12,0.025,40999.8,4,4,ensemble,1
mean_ensemble,DE,Deaths,2021-05-08,1582,82695000,2021-04-12,0.025,431.2,4,4,ensemble,1
mean_ensemble,DE,Cases,2021-04-17,144853,82695000,2021-04-12,0.05,69425.6,1,4,ensemble,1
mean_ensemble,DE,Deaths,2021-04-17,1569,82695000,2021-04-12,0.05,861,1,4,ensemble,1
mean_ensemble,DE,Cases,2021-04-24,136988,82695000,2021-04-12,0.05,60594.2,2,4,ensemble,1
mean_ensemble,DE,Deaths,2021-04-24,1639,82695000,2021-04-12,0.05,753.2,2,4,ensemble,1
mean_ensemble,DE,Cases,2021-05-01,132607,82695000,2021-04-12,0.05,53592.2,3,4,ensemble,1
mean_ensemble,DE,Deaths,2021-05-01,1597,82695000,2021-04-12,0.05,552.4,3,4,ensemble,1
mean_ensemble,DE,Cases,2021-05-08,106987,82695000,2021-04-12,0.05,47443.4,4,4,ensemble,1
mean_ensemble,DE,Deaths,2021-05-08,1582,82695000,2021-04-12,0.05,464.6,4,4,ensemble,1
mean_ensemble,DE,Cases,2021-04-17,144853,82695000,2021-04-12,0.1,77445.8,1,4,ensemble,1
mean_ensemble,DE,Deaths,2021-04-17,1569,82695000,2021-04-12,0.1,960,1,4,ensemble,1
mean_ensemble,DE,Cases,2021-04-24,136988,82695000,2021-04-12,0.1,69870.6,2,4,ensemble,1
mean_ensemble,DE,Deaths,2021-04-24,1639,82695000,2021-04-12,0.1,879.4,2,4,ensemble,1
mean_ensemble,DE,Cases,2021-05-01,132607,82695000,2021-04-12,0.1,63353.2,3,4,ensemble,1
mean_ensemble,DE,Deaths,2021-05-01,1597,82695000,2021-04-12,0.1,705.8,3,4,ensemble,1
mean_ensemble,DE,Cases,2021-05-08,106987,82695000,2021-04-12,0.1,57802.8,4,4,ensemble,1
mean_ensemble,DE,Deaths,2021-05-08,1582,82695000,2021-04-12,0.1,503.8,4,4,ensemble,1
mean_ensemble,DE,Cases,2021-04-17,144853,82695000,2021-04-12,0.15,83981,1,4,ensemble,1
mean_ensemble,DE,Deaths,2021-04-17,1569,82695000,2021-04-12,0.15,1018.2,1,4,ensemble,1
mean_ensemble,DE,Cases,2021-04-24,136988,82695000,2021-04-12,0.15,77663.4,2,4,ensemble,1
mean_ensemble,DE,Deaths,2021-04-24,1639,82695000,2021-04-12,0.15,964.6,2,4,ensemble,1
mean_ensemble,DE,Cases,2021-05-01,132607,82695000,2021-04-12,0.15,72171,3,4,ensemble,1
mean_ensemble,DE,Deaths,2021-05-01,1597,82695000,2021-04-12,0.15,819.6,3,4,ensemble,1
mean_ensemble,DE,Cases,2021-05-08,106987,82695000,2021-04-12,0.15,67126.2,4,4,ensemble,1
mean_ensemble,DE,Deaths,2021-05-08,1582,82695000,2021-04-12,0.15,610.8,4,4,ensemble,1
mean_ensemble,DE,Cases,2021-04-17,144853,82695000,2021-04-12,0.2,89648.6,1,4,ensemble,1
mean_ensemble,DE,Deaths,2021-04-17,1569,82695000,2021-04-12,0.2,1063.6,1,4,ensemble,1
mean_ensemble,DE,Cases,2021-04-24,136988,82695000,2021-04-12,0.2,84902.2,2,4,ensemble,1
mean_ensemble,DE,Deaths,2021-04-24,1639,82695000,2021-04-12,0.2,1029,2,4,ensemble,1
mean_ensemble,DE,Cases,2021-05-01,132607,82695000,2021-04-12,0.2,80820.2,3,4,ensemble,1
mean_ensemble,DE,Deaths,2021-05-01,1597,82695000,2021-04-12,0.2,904.4,3,4,ensemble,1
mean_ensemble,DE,Cases,2021-05-08,106987,82695000,2021-04-12,0.2,76686.8,4,4,ensemble,1
mean_ensemble,DE,Deaths,2021-05-08,1582,82695000,2021-04-12,0.2,718,4,4,ensemble,1
mean_ensemble,DE,Cases,2021-04-17,144853,82695000,2021-04-12,0.25,94910.6,1,4,ensemble,1
mean_ensemble,DE,Deaths,2021-04-17,1569,82695000,2021-04-12,0.25,1119,1,4,ensemble,1
mean_ensemble,DE,Cases,2021-04-24,136988,82695000,2021-04-12,0.25,92199.8,2,4,ensemble,1
mean_ensemble,DE,Deaths,2021-04-24,1639,82695000,2021-04-12,0.25,1106,2,4,ensemble,1
mean_ensemble,DE,Cases,2021-05-01,132607,82695000,2021-04-12,0.25,88857.6,3,4,ensemble,1
mean_ensemble,DE,Deaths,2021-05-01,1597,82695000,2021-04-12,0.25,1000,3,4,ensemble,1
mean_ensemble,DE,Cases,2021-05-08,106987,82695000,2021-04-12,0.25,85969.4,4,4,ensemble,1
mean_ensemble,DE,Deaths,2021-05-08,1582,82695000,2021-04-12,0.25,833.8,4,4,ensemble,1
mean_ensemble,DE,Cases,2021-04-17,144853,82695000,2021-04-12,0.3,100241.6,1,4,ensemble,1
mean_ensemble,DE,Deaths,2021-04-17,1569,82695000,2021-04-12,0.3,1154.4,1,4,ensemble,1
mean_ensemble,DE,Cases,2021-04-24,136988,82695000,2021-04-12,0.3,98980.6,2,4,ensemble,1
mean_ensemble,DE,Deaths,2021-04-24,1639,82695000,2021-04-12,0.3,1156.8,2,4,ensemble,1
mean_ensemble,DE,Cases,2021-05-01,132607,82695000,2021-04-12,0.3,97068.4,3,4,ensemble,1
mean_ensemble,DE,Deaths,2021-05-01,1597,82695000,2021-04-12,0.3,1066.8,3,4,ensemble,1
mean_ensemble,DE,Cases,2021-05-08,106987,82695000,2021-04-12,0.3,95545,4,4,ensemble,1
mean_ensemble,DE,Deaths,2021-05-08,1582,82695000,2021-04-12,0.3,919,4,4,ensemble,1
